"id","publishDate","notificationNumber","currentContractStage","customer.name","customer.inn","OKPD2.code","OKPD2.name","OKEI.code","OKEI.fullName","quantity","sumRUR","supplier.name","supplier.inn","supplier.OKTMO.code","supplier.OKTMO.name","OKEI.name"
"39341104","2018-01-17T12:51:53.508+05:00","0101300031314000114","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 93"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024397",NA,NA,"166","","200.0","5600.00","яРЕПКХРЮЛЮЙЯЙНЕ нюн ""оПНДРНБЮПШ""","0268010010","80745000","ЦНПНД яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39344137","2018-01-17T14:49:42.316+05:00","0101300031314000114","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 93"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024397",NA,NA,"166","","90.0","7020.00","яРЕПКХРЮЛЮЙЯЙНЕ нюн ""оПНДРНБЮПШ""","0268010010","80745000","ЦНПНД яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39338181","2018-01-17T11:50:27.911+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","1000.0","175000.00","ннн ""бЙСЯМШЕ ОПНДСЙРШ""","0275067296","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39339616","2018-01-17T12:52:56.419+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"112","","5500.0","176000.00","""нАЫЕОХР""","0268003140","80745000001","Ц яРЕПКХРЮЛЮЙ","кХРП;^ЙСАХВЕЯЙХИ ДЕЖХЛЕРП"
"39341595","2018-01-17T14:45:04.252+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","3000.0","60000.00","""нОРрНПЦоПНДСЙР""","0268061455","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39342555","2018-01-17T14:46:36.058+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","800.0","44000.00","""нАЫЕОХР""","0268003140","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39342978","2018-01-17T14:47:44.941+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","335.0",NA,"""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39343489","2018-01-17T14:48:10.467+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"796","","9000.0","45000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","ьРСЙЮ"
"39343833","2018-01-17T14:48:29.531+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","3000.0","126000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39344147","2018-01-17T14:49:08.404+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","500.0","42500.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39344423","2018-01-17T14:50:26.511+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","250.0","7000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39344733","2018-01-17T14:51:17.812+05:00","0101300031314000094","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 44"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031411",NA,NA,"166","","75.0","5850.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39338735","2018-01-17T12:11:22.915+05:00","0101300031314000086","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 14"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024171",NA,NA,"166","","300.0","25500.00","яРЕПКХРЮЛЮЙЯЙНЕ ""оПНДРНБЮПШ""","0268010010","80000000","лСМХЖХОЮКЭМШЕ НАПЮГНБЮМХЪ пЕЯОСАКХЙХ аЮЬЙНПРНЯРЮМ","йХКНЦПЮЛЛ"
"39337094","2018-01-17T11:13:01.408+05:00","0101300031314000086","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 14"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024171",NA,NA,"166","","180.0","5040.00","яРЕПКХРЮЛЮЙЯЙНЕ ""оПНДРНБЮПШ""","0268010010","80000000","лСМХЖХОЮКЭМШЕ НАПЮГНБЮМХЪ пЕЯОСАКХЙХ аЮЬЙНПРНЯРЮМ","йХКНЦПЮЛЛ"
"39337994","2018-01-17T11:45:23.928+05:00","0101300031314000086","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 14"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024171",NA,NA,"166","","80.0","6240.00","яРЕПКХРЮЛЮЙЯЙНЕ ""оПНДРНБЮПШ""","0268010010","80000000","лСМХЖХОЮКЭМШЕ НАПЮГНБЮМХЪ пЕЯОСАКХЙХ аЮЬЙНПРНЯРЮМ","йХКНЦПЮЛЛ"
"39331545","2018-01-17T09:17:17.008+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","3800.0","76000.00","""нОРрНПЦоПНДСЙР""","0268061455","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39333462","2018-01-17T10:16:14.086+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","400.0","26000.00","""нАЫЕОХР""","0268003140","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39334870","2018-01-17T11:12:28.449+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","1500.0","237000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39337623","2018-01-17T11:42:58.637+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","250.0","17000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39338179","2018-01-17T11:46:09.698+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"796","","9000.0","45000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","ьРСЙЮ"
"39338808","2018-01-17T12:12:14.769+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","2000.0","84000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39339937","2018-01-17T12:30:55.271+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","500.0","42500.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39341730","2018-01-17T14:44:45.475+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","250.0","7000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39342824","2018-01-17T14:47:09.293+05:00","0101300031314000107","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 29"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031034",NA,NA,"166","","100.0","7800.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39332929","2018-01-17T16:34:18.541+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","1000.0","175000.00","ннн ""бЙСЯМШЕ ОПНДСЙРШ""","0275067296","80701000001","Ц сТЮ","йХКНЦПЮЛЛ"
"39350707","2018-01-19T09:40:05.604+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"112","","3300.0",NA,"""нАЫЕОХР""","0268003140","80745000001","Ц яРЕПКХРЮЛЮЙ","кХРП;^ЙСАХВЕЯЙХИ ДЕЖХЛЕРП"
"39357786","2018-01-17T17:55:25.030+05:00","0101300031314000095","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 37"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024206",NA,NA,"166","","2000.0","84000.00","яРЕПКХРЮЛЮЯЙНЕ ""оПНДРНБЮПШ""","0268010010","80000000","лСМХЖХОЮКЭМШЕ НАПЮГНБЮМХЪ пЕЯОСАКХЙХ аЮЬЙНПРНЯРЮМ","йХКНЦПЮЛЛ"
"39358770","2018-01-18T08:38:51.509+05:00","0101300031314000095","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 37"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024206",NA,NA,"166","","300.0","8400.00","яРЕПКХРЮЛЮЯЙНЕ ""оПНДРНБЮПШ""","0268010010","80000000","лСМХЖХОЮКЭМШЕ НАПЮГНБЮМХЪ пЕЯОСАКХЙХ аЮЬЙНПРНЯРЮМ","йХКНЦПЮЛЛ"
"39359221","2018-01-18T08:40:06.027+05:00","0101300031314000095","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 37"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024206",NA,NA,"166","","70.0","5460.00","яРЕПКХРЮЛЮЯЙНЕ ""оПНДРНБЮПШ""","0268010010","80000000","лСМХЖХОЮКЭМШЕ НАПЮГНБЮМХЪ пЕЯОСАКХЙХ аЮЬЙНПРНЯРЮМ","йХКНЦПЮЛЛ"
