"ContractID";"Type";"Status";"Law";"StartPrice";"ContractHyperlink";"NameCustomer";"customerHyperlink";"PostedDate";"UpdatedDate";"PlatformName";"ObjectName";"restr_emergency";"restr_antimonopolyDecisionTaken1";"restr_antimonopolyDecisionTaken";"restr_notDishonest";"region"
"'0124200000619003679'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";149551,18;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003196";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"27.06.2019";"24.07.2019";"АО «ЕЭТП»";"26.20.16.140: Терминалы ввода/вывода данных; 26.20.16.140: Терминалы ввода/вывода данных; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'0124200000619003680'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";462500;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003454";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"09.07.2019";"24.07.2019";"АО «ЕЭТП»";"26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'0124300012719000196'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";464274,69;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003415";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"08.07.2019";"24.07.2019";"АО «ЕЭТП»";"26.20.11.110: Компьютеры портативные массой не более 10 кг, такие как ноутбуки, планшетные компьютеры, карманные компьютеры, в том числе совмещающие функции мобильного телефонного аппарата; 58.29.11.000-00000002: Операционная система;";NA;NA;NA;NA;"Архангельская область"
"'0224100000219000177'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";220053,28;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003413";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"08.07.2019";"24.07.2019";"АО «ЕЭТП»";"58.29.50.000-00000001: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 26.20.16.170-00000002: Мышь компьютерная; 26.20.16.110-00000002: Клавиатура; 26.20.17.110-00000011: Монитор, подключаемый к компьютеру; 26.20.15.000-00000028: Системный блок;";NA;NA;NA;NA;"Архангельская область"
"'0324100001119000158'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";352000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003412";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"08.07.2019";"24.07.2019";"АО «ЕЭТП»";"26.20.14.000-00000190: Сервер; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.14.000-00000190: Сервер; 58.29.50.000-00000001: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 58.29.50.000-00000001: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 58.29.50.000-00000001: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение;                             26.20.14.000-00000190: Сервер; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.14.000-00000190: Сервер; 58.29.50.000-00000001: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 58.29.50.000-00000001: Услуги по предоставл...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0324100005019000052'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";26653,2;"http://zakupki.gov.ru/epz/order/notice/zk504/view/common-info.html?regNumber=0324100009019000073";"ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=612616";"04.07.2019";"24.07.2019";"АО «ЕЭТП»";"Поставка комплектующих к автоматизированной телефонной станции (АТС) М-200";NA;NA;NA;NA;"Архангельская область"
"'0324100009019000073'";"Запрос котировок в электронной форме";"Процедура завершена ";"44-ФЗ";51000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003171";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"26.06.2019";"23.07.2019";"АО «ЕЭТП»";"26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.16.120-00000095: Принтер; 26.20.17.110-00000008: Монитор, подключаемый к компьютеру; 58.29.21.000-00000004: Пакет офисных программ; 58.29.11.000-00000002: Операционная система; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.40.130: Инструменты и принадлежности для вычислительных машин;                             26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.16.120-00000095: Принтер; 26.20.17.110-00000008: Монитор, подключ...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0324300113119000023'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";149666,67;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003389";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"08.07.2019";"19.07.2019";"АО «ЕЭТП»";"26.30.23.000: Аппараты телефонные прочие, устройства и аппаратура для передачи и приема речи, изображений или других данных, включая оборудование коммуникационное для работы в проводных или беспроводных сетях связи (например, локальных и глобальных сетях); 26.20.16.140-00000002: Информационный терминал; 26.20.15.000-00000029: Системный блок; 26.20.15.000-00000035: Компьютер персональный настольный (моноблок); 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная;                             26.30.23.000: Аппараты телефонные прочие, устройства и аппаратура для передачи и приема речи, изображений или других данных, включая оборудование коммуникационное для работы в проводных или беспроводных сетях связи (например, локальных и глобальных сетях); 26.20.16.140-00000002: Информационный терм...                                    $";NA;NA;NA;NA;"Архангельская область"
"'0824100000919000009'";"Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ";"Процедура завершена ";"44-ФЗ";6e+05;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003321";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"04.07.2019";"19.07.2019";"АО «ЕЭТП»";"26.20.18.000-00000057: Многофункциональное устройство (МФУ); 26.20.16.120-00000095: Принтер; 26.20.40.110: Устройства и блоки питания вычислительных машин; 58.29.11.000-00000002: Операционная система; 26.20.15.000-00000031: Системный блок; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.17.110-00000008: Монитор, подключаемый к компьютеру;                             26.20.18.000-00000057: Многофункциональное устройство (МФУ); 26.20.16.120-00000095: Принтер; 26.20.40.110: Устройства и блоки питания вычислительных машин; 58.29.11.000-00000002: Операционная система; 26.20.15.000-00000031: Системный блок; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: М...                                    $";NA;NA;NA;NA;"Архангельская область"
"'31807374698'";"Запрос котировок";"Процедура завершена ";"223-ФЗ";1262000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0324100009019000074";"ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=612616";"10.07.2019";"19.07.2019";"АО «ЕЭТП»";"26.20.16.120: Принтеры; 26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода;                             26.20.16.120: Принтеры; 26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработк...                                    $";NA;NA;NA;NA;"Архангельская область"
"'31907907692'";"Конкурентный отбор в электронной форме";"Процедура завершена ";"223-ФЗ";4664482,97;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0324100006019000051";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 5 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=780360";"08.07.2019";"18.07.2019";"АО «ЕЭТП»";"26.20.16.110: Клавиатуры; 26.20.16.170: Манипуляторы; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; 26.20.17.110: Мониторы, подключаемые к компьютеру;                             26.20.16.110: Клавиатуры; 26.20.16.170: Манипуляторы; 26.20.15.000: Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода; ...                                    $";NA;NA;NA;NA;"Архангельская область"
"'31908043644'";"Аукцион в электронной форме";"Процедура завершена ";"223-ФЗ";2172917,75;"http://zakupki.gov.ru/epz/order/notice/zk504/view/common-info.html?regNumber=0324300016419000061";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""КАРГОПОЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ Н.Д.КИРОВОЙ""";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=721861";"05.07.2019";"18.07.2019";"АО «ЕЭТП»";"Поставка сервера и источника бесперебойного питания";NA;NA;NA;NA;"Архангельская область"
"'31908058587'";"Закупка у единственного поставщика";"Процедура завершена ";"223-ФЗ";337365,33;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003257";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"27.06.2019";"17.07.2019";"АО «ЕЭТП»";"26.20.15.000-00000028: Системный блок; 26.20.16.110-00000002: Клавиатура; 26.20.16.170-00000002: Мышь компьютерная; 26.20.17.110: Мониторы, подключаемые к компьютеру;";NA;NA;NA;NA;"Архангельская область"
"'31908062144'";"Конкурентный отбор в электронной форме";"Процедура завершена ";"223-ФЗ";2177759,98;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003272";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"27.06.2019";"16.07.2019";"АО «ЕЭТП»";"26.60.12.129: Приборы и аппараты для функциональной диагностики прочие, применяемые в медицинских целях, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'31908068456'";"аукцион в электронной форме";"Процедура завершена ";"223-ФЗ";8e+05;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003242";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"26.06.2019";"16.07.2019";"АО «ЕЭТП»";"26.60.12.129: Приборы и аппараты для функциональной диагностики прочие, применяемые в медицинских целях, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'31908074859'";"Открытый запрос оферт в электронной форме";"Процедура завершена ";"223-ФЗ";1300423,14;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003183";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"26.06.2019";"16.07.2019";"АО «ЕЭТП»";"26.20.11.110-00000143: Ноутбук; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 58.29.11.000-00000002: Операционная система; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.110-00000009: Источник бесперебойного питания; 26.20.17.120: Проекторы, подключаемые к компьютеру; 26.20.16.120-00000002: Принтер; 26.30.11.110-00000041: Коммутатор;                             26.20.11.110-00000143: Ноутбук; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 26.20.40.190: Комплектующие и запасные части для вычислительных машин прочие, не включенные в другие группировки; 58.29.11.000-00000002: Операционная сис...                                    $";NA;NA;NA;NA;"Архангельская область"
"'31908078036'";"Запрос предложений в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства";"Процедура завершена ";"223-ФЗ";6353581;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003189";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"26.06.2019";"16.07.2019";"АО «ЕЭТП»";"26.60.12.129: Приборы и аппараты для функциональной диагностики прочие, применяемые в медицинских целях, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'31908093289'";"Запрос котировок в электронной форме";"Процедура завершена ";"223-ФЗ";365000;"http://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=31908036476";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ АРХАНГЕЛЬСКОЙ ОБЛАСТИ""";"http://zakupki.gov.ruhttp://zakupki.gov.ru/223/ppa/public/organization/organization.html?epz=true&style44=false&agencyId=9260";"26.06.2019";"15.07.2019";"АО «ЕЭТП»";"Поставка средств защиты информации.";FALSE;NA;NA;FALSE;"Архангельская область"
"'31908108931'";"Запрос котировок в электронной форме";"Процедура завершена ";"223-ФЗ";1400000;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619003238";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"26.06.2019";"12.07.2019";"АО «ЕЭТП»";"26.60.12.129: Приборы и аппараты для функциональной диагностики прочие, применяемые в медицинских целях, не включенные в другие группировки;";NA;NA;NA;NA;"Архангельская область"
"'0124200000619002693'";"Электронный аукцион";"Процедура завершена ";"44-ФЗ";390546,67;"http://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0124200000619002804";"КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"http://zakupki.gov.ru/epz/organization/view/info.html?organizationId=658948";"14.06.2019";"08.07.2019";"АО «ЕЭТП»";"26.20.18.000-00000065: Многофункциональное устройство (МФУ); 26.20.17.110-00000012: Монитор, подключаемый к компьютеру;";NA;NA;NA;NA;"Архангельская область"
